date,Open,High,Low,Close,volume,turnover,daily_return,log_return,price_range,ma_5,ma_20,volatility_5,volatility_20,Volume_Avg,SMA_200,rsi_14,macd_12_26,macd_signal_12_26,macd_histogram_12_26,macd_signal_strength,stoch_14,stoch_smoothk,stoch_smoothd,dow_trend_spec_raw,dow_trend_spec,range,avg_range,is_mother_candle,mother_candle_trend,final_trend,trend_code,cluster,cluster_description
2013-10-14 00:00:00+05:30,6093.0,6124.1,6082.9,6112.7,142173640,5989.37,0.0027066041140382,0.0027029478569975,41.20000000000073,6033.139999999999,5924.6775,0.0055177518911143,0.0131854884805882,189614485.35,,66.83775634897819,90.93697652109496,76.52566614618439,14.411310374910556,14.411310374910556,97.30591988656492,89.64037698534115,78.36619904756537,Uptrend,Uptrend,41.20000000000073,92.06249999999996,False,Uptrend,Uptrend,2,0,Uptrend/Profitable
2013-10-15 00:00:00+05:30,6147.55,6156.3,6056.55,6089.05,218304334,6745.02,-0.0038689940615439,-0.0038764979803997,99.75,6065.27,5937.1025,0.0073559432727445,0.0132284835805965,189556909.95,,64.7084778728885,93.96660928843175,80.01385477463387,13.952754513797885,13.952754513797885,85.23114088064128,93.24455572850064,87.74273017202277,Downtrend,Downtrend,99.75,89.09499999999994,True,Sideways,Downtrend,0,0,Uptrend/Profitable
2013-10-17 00:00:00+05:30,6098.5,6110.75,6032.55,6045.85,230561463,8158.31,-0.0070947027861488,-0.0071199898638086,78.19999999999982,6072.95,5946.885,0.0075076806098597,0.0133900398963587,193188046.1,,60.8924516840488,91.82325479801602,82.3757347793103,9.447520018705715,9.447520018705715,75.74393323816851,86.09366466845825,89.65953246076667,Downtrend,Downtrend,78.19999999999982,90.3599999999999,False,Downtrend,Downtrend,0,0,Uptrend/Profitable
2013-10-18 00:00:00+05:30,6070.9,6201.45,6070.9,6189.35,250339955,8353.23,0.0237352894961007,0.0234579868473256,130.55000000000018,6106.63,5961.379999999999,0.0126061539098534,0.0142058446446222,198025769.2,,67.70537170085908,100.544863048568,86.00956043316185,14.535302615406152,14.535302615406152,97.5824175824177,86.18583056707583,88.50801698801156,Uptrend,Uptrend,130.55000000000018,93.05249999999992,True,Sideways,Uptrend,2,0,Uptrend/Profitable
2013-10-21 00:00:00+05:30,6202.0,6218.95,6163.3,6204.95,196989071,7341.25,0.0025204585295708,0.0025172875011506,55.64999999999964,6128.38,5965.85,0.0120161972843013,0.0117226996688701,193515637.7,,68.35086527258233,107.47666594516976,90.30298153556345,17.173684409606324,17.173684409606324,97.29729729729728,90.20788270596118,87.49579264716509,Uptrend,Uptrend,55.64999999999964,90.71749999999987,False,Uptrend,Uptrend,2,0,Uptrend/Profitable
2013-10-22 00:00:00+05:30,6192.3,6220.1,6181.8,6202.8,161943721,5850.72,-0.0003464975543718,-0.0003465575985199,38.30000000000018,6146.4,5975.385,0.0121497607719968,0.0109665584929701,185680560.5,,68.14869480348324,111.51125036905978,94.54463530226272,16.96661506679706,16.96661506679706,96.66762977944714,97.18244821972073,91.19205383091924,Sideways,Uptrend,38.30000000000018,82.72749999999992,False,Uptrend,Uptrend,2,0,Uptrend/Profitable
2013-10-23 00:00:00+05:30,6209.55,6217.95,6116.6,6178.35,188285223,6921.65,-0.0039417682337008,-0.0039495574777726,101.34999999999944,6164.26,5989.8150000000005,0.0121600695919872,0.0097867271400633,185678696.35,,65.76636106424559,111.4510387311484,97.92591598803986,13.52512274310854,13.52512274310854,89.99760421657885,94.65417709777444,94.01483600781876,Downtrend,Downtrend,101.34999999999944,81.8949999999999,True,Sideways,Downtrend,0,0,Uptrend/Profitable
2013-10-24 00:00:00+05:30,6162.8,6252.45,6142.95,6164.35,176235553,6737.2,-0.0022659771621873,-0.0022685483733753,109.5,6187.960000000001,6003.410000000001,0.0113234167555408,0.009834602790047,185111566.6,,64.37858203258415,109.01695794667468,100.14412437976684,8.872833566907829,8.872833566907829,79.3483356774497,88.67118989115856,93.50260506955124,Sideways,Downtrend,109.5,83.17749999999992,True,Sideways,Sideways,1,0,Uptrend/Profitable
2013-10-25 00:00:00+05:30,6154.0,6174.75,6125.95,6144.9,144531462,5582.82,-0.0031552394007479,-0.0031602276641262,48.80000000000018,6179.070000000001,6016.9625,0.0025867007962476,0.0098345635691982,182330029.95,,62.40827045533865,104.3159891503301,100.97849733387947,3.3374918164506084,3.3374918164506084,74.7890295358649,81.3783231432978,88.23456337741027,Downtrend,Downtrend,48.80000000000018,80.64499999999994,False,Sideways,Downtrend,0,0,Uptrend/Profitable
2013-10-28 00:00:00+05:30,6155.1,6168.75,6094.1,6101.1,146340691,5282.79,-0.0071278621295707,-0.0071533867015802,74.64999999999964,6158.3,6027.905000000001,0.00249273796485,0.0100582131879898,178617577.65,,58.09625019843316,95.95009064435816,99.97281599597522,-4.022725351617055,4.022725351617055,59.67763420807256,71.27166647379572,80.44039316941736,Downtrend,Downtrend,74.64999999999964,81.69999999999996,False,Downtrend,Downtrend,0,2,Sideways/Low Volatility
2013-10-29 00:00:00+05:30,6107.55,6228.05,6079.2,6220.9,197348371,7572.87,0.0196358033797183,0.0194455080266034,148.85000000000036,6161.92,6047.29,0.0107821700931448,0.0104984534481647,180331600.55,,65.18232596213144,97.8588585881771,99.5500245144156,-1.6911659262385117,1.6911659262385117,91.59451178899688,75.35372517764478,76.00123826491277,Uptrend,Uptrend,148.85000000000036,84.6475,True,Sideways,Uptrend,2,0,Uptrend/Profitable
2013-10-30 00:00:00+05:30,6230.8,6269.2,6222.6,6251.7,177583848,6861.84,0.0049510520985709,0.0049388359454108,46.599999999999454,6176.59,6073.11,0.0105711007465472,0.0093780416487642,181427057.65,,66.73957913903286,100.69611143774272,99.77924189908104,0.916869538661686,0.916869538661686,93.95300621976504,81.74171740561148,76.122369685684,Uptrend,Uptrend,46.599999999999454,82.39249999999997,False,Uptrend,Uptrend,2,0,Uptrend/Profitable
2013-10-31 00:00:00+05:30,6237.15,6309.05,6235.9,6299.15,239607127,9560.54,0.0075899355375337,0.007561276896942,73.15000000000055,6203.549999999999,6099.0650000000005,0.0103992792907766,0.0093740550295154,185445059.55,,69.0371582159691,105.55668148868152,100.93472981700114,4.621951671680392,4.621951671680392,96.41952983725116,93.98901594867102,83.69481951064243,Uptrend,Uptrend,73.15000000000055,81.775,False,Uptrend,Uptrend,2,0,Uptrend/Profitable
2013-11-01 00:00:00+05:30,6289.75,6332.6,6286.95,6307.2,191639789,7371.92,0.00127795019963,0.0012771343163052,45.65000000000055,6236.01,6118.9400000000005,0.0097660569766411,0.0083658880854322,185037387.25,,69.42306378122282,108.80406051447515,102.50859595649597,6.295464557979216,6.295464557979216,91.53474420929828,93.96909342210482,89.89994225879578,Uptrend,Uptrend,45.65000000000055,78.3125,False,Uptrend,Uptrend,2,0,Uptrend/Profitable
2013-11-03 00:00:00+05:30,6332.05,6342.95,6311.15,6317.35,23856924,858.24,0.0016092719431761,0.0016079784526153,31.800000000000185,6279.259999999999,6139.442499999999,0.0075168264888808,0.008331050443167,176656771.05,,69.93192654906316,110.9180576370818,104.19048829261313,6.727569344468677,6.727569344468677,91.7525773195878,93.23561712204577,93.73124216427388,Uptrend,Uptrend,31.800000000000185,76.63000000000002,False,Uptrend,Uptrend,2,0,Uptrend/Profitable
2013-11-05 00:00:00+05:30,6282.15,6304.75,6244.3,6253.15,181053761,6598.06,-0.0101624890183384,-0.0102144796459107,60.44999999999982,6285.71,6156.7925000000005,0.0067836857840832,0.0088396560076702,177890061.85,,62.81159525067447,106.18893221875896,104.5901770778423,1.5987551409166656,1.5987551409166656,71.06958762886589,84.78563638591731,90.66344897668928,Downtrend,Downtrend,60.44999999999982,75.34500000000003,False,Uptrend,Downtrend,0,0,Uptrend/Profitable
2013-11-06 00:00:00+05:30,6260.55,6269.7,6208.7,6215.15,157080263,5461.18,-0.0060769372236393,-0.006095476954664,61.0,6278.4,6171.129999999999,0.006989181562178,0.0090598871952648,177817695.35,,58.98345228587913,98.24230766344864,103.32060319496355,-5.078295531514939,5.078295531514939,53.02334129755556,71.94850208200309,83.32325186332206,Downtrend,Downtrend,61.0,74.96000000000004,False,Uptrend,Downtrend,0,2,Sideways/Low Volatility
2013-11-07 00:00:00+05:30,6228.9,6288.95,6180.8,6187.25,168832431,6274.13,-0.004489030835941,-0.0044991367901652,108.14999999999964,6256.02,6180.12,0.0050228907765296,0.0088009759879017,176657460.65,,56.27173791167021,88.67110828064506,100.39070421209986,-11.719595931454805,11.719595931454805,40.96682464454983,55.019917856990425,70.58468544163695,Downtrend,Downtrend,108.14999999999964,73.44750000000003,True,Sideways,Downtrend,0,2,Sideways/Low Volatility
2013-11-08 00:00:00+05:30,6170.15,6185.15,6120.95,6140.75,150051986,5977.34,-0.0075154551699058,-0.0075438385016386,64.19999999999982,6222.7300000000005,6186.11,0.0044030602051382,0.0090259199125112,176179693.5,,51.98227907433613,76.45240667553571,95.60304470478704,-19.15063802925133,19.15063802925133,23.33649289099533,39.10888627770024,55.35910207223125,Downtrend,Downtrend,64.19999999999982,73.95000000000005,False,Downtrend,Downtrend,0,2,Sideways/Low Volatility
2013-11-11 00:00:00+05:30,6110.4,6141.65,6067.75,6078.8,146060450,5678.81,-0.0100883442576231,-0.0101395764591876,73.89999999999964,6175.02,6185.24,0.00248702258862,0.0089271902275118,174441003.15,,46.8576150537103,61.066217022807,88.69567916839102,-27.62946214558403,27.62946214558403,4.015261627907045,22.772859721150738,38.96722128528047,Downtrend,Downtrend,73.89999999999964,74.585,False,Downtrend,Downtrend,0,2,Sideways/Low Volatility
2013-11-12 00:00:00+05:30,6087.25,6108.7,6011.75,6018.05,153812590,5646.24,-0.0099937487662038,-0.0100440214958651,96.94999999999982,6128.0,6180.507500000001,0.0024454825687318,0.0091651751168953,175022950.65,,42.43919617616322,43.46944487867222,79.65043231044726,-36.18098743177504,36.18098743177504,1.9021739130435344,9.751309477315305,23.87768515872209,Downtrend,Downtrend,96.94999999999982,77.37249999999995,True,Sideways,Downtrend,0,2,Sideways/Low Volatility
2013-11-13 00:00:00+05:30,5998.85,6042.25,5972.45,5989.6,162538228,6738.41,-0.0047274449364826,-0.0047386546471093,69.80000000000018,6082.889999999999,6175.535,0.0027192568851865,0.009182591952957,172234645.35,,40.51257120592564,26.917906077669613,69.10392706389173,-42.18602098622212,42.18602098622212,4.628879892037934,3.5154384776628382,12.013202558709628,Downtrend,Downtrend,69.80000000000018,75.87499999999996,False,Downtrend,Downtrend,0,2,Sideways/Low Volatility
2013-11-14 00:00:00+05:30,6037.0,6101.65,6036.65,6056.15,154913925,5872.61,0.0111109256043808,0.0110496527183734,65.0,6056.67,6176.05,0.0088589762654695,0.0094232243245927,168452268.45,,46.617485033454926,18.952251392238395,59.07359192956107,-40.12134053732267,40.12134053732267,22.591093117408857,9.707382307496776,7.6580434208249715,Uptrend,Uptrend,65.0,75.21499999999996,False,Downtrend,Uptrend,2,2,Sideways/Low Volatility
2013-11-18 00:00:00+05:30,6111.05,6196.8,6110.4,6189.0,163991212,6279.02,0.0219363787224557,0.0216992381045127,86.40000000000055,6066.32,6176.0325,0.0142748350269713,0.0091917635347009,164134831.3,,56.26620473163162,23.093094571548136,51.87749245795849,-28.78439788641036,28.78439788641036,58.44804318488534,28.55600539811072,13.926275394423442,Uptrend,Uptrend,86.40000000000055,73.00749999999998,True,Sideways,Uptrend,2,2,Sideways/Low Volatility
2013-11-19 00:00:00+05:30,6197.25,6212.4,6180.2,6203.35,161514064,6020.17,0.0023186298271127,0.0023159459527819,32.19999999999982,6091.2300000000005,6175.952499999999,0.0127182556968885,0.0091890039324581,162361080.95,,57.1667929837547,27.21890510153025,46.945774986672845,-19.72686988514259,19.72686988514259,62.32118758434563,47.78677462887995,28.68338744482914,Uptrend,Uptrend,32.19999999999982,71.835,False,Uptrend,Uptrend,2,2,Sideways/Low Volatility
2013-11-20 00:00:00+05:30,6186.85,6204.35,6106.95,6122.9,155794838,5493.72,-0.0129687991166064,-0.0130536282110208,97.40000000000056,6112.2,6171.9575,0.0135842585371686,0.009638470538147,162053636.8,,50.84531172279809,23.72352696859344,42.30132538305697,-18.577798414463537,18.577798414463537,40.607287449392665,53.79217273954121,43.37831758884395,Downtrend,Downtrend,97.40000000000056,74.79,True,Sideways,Downtrend,0,2,Sideways/Low Volatility
2013-11-21 00:00:00+05:30,6096.5,6097.35,5985.4,5999.05,137232011,5457.87,-0.0202273432523802,-0.0204347171403091,111.95000000000071,6114.09,6162.9925,0.0172222747467833,0.010577461016826,159500976.2,,42.96804937156044,10.834857183886925,36.008031743222965,-25.17317455933604,25.17317455933604,7.179487179487277,36.7026540710752,46.09386714649878,Downtrend,Downtrend,111.95000000000071,75.32000000000008,True,Sideways,Downtrend,0,2,Sideways/Low Volatility
2013-11-22 00:00:00+05:30,6027.35,6049.6,5972.8,5995.45,134755917,4804.74,-0.000600095015044,-0.0006002751441242,76.80000000000018,6101.95,6154.5475,0.0161714951828785,0.0105769947680054,157426994.4,,42.760672605949736,0.3262428832313162,28.871673971224634,-28.54543108799332,28.54543108799332,6.207827260458839,17.998200629779593,36.164342480132,Downtrend,Downtrend,76.80000000000018,73.68500000000009,False,Sideways,Downtrend,0,2,Sideways/Low Volatility
2013-11-25 00:00:00+05:30,6035.95,6123.5,6035.95,6115.35,127195086,5113.81,0.0199984988616368,0.0198011555908191,87.55000000000018,6087.219999999999,6153.07,0.015464938516771,0.0115862673940575,156560175.6,,51.20709008401599,1.653952557838238,23.42812968854736,-21.77417713070912,21.77417713070912,43.00331026181176,18.79687490058596,24.499243200480247,Uptrend,Uptrend,87.55000000000018,75.62250000000009,True,Sideways,Uptrend,2,2,Sideways/Low Volatility
2013-11-26 00:00:00+05:30,6099.25,6112.7,6047.75,6059.1,150661397,5975.26,-0.0091981652726336,-0.0092407296050556,64.94999999999982,6058.370000000001,6150.969999999999,0.0154634986535641,0.0116606422962748,156776210.9,,47.65431069583478,-1.8118470139970668,18.380134348038474,-20.19198136203554,20.19198136203554,27.377567140600487,25.529568220957028,20.77488125044086,Sideways,Uptrend,64.94999999999982,75.13750000000009,False,Sideways,Sideways,1,2,Sideways/Low Volatility
2013-11-27 00:00:00+05:30,6062.7,6074.0,6030.3,6057.1,124875896,4780.5,-0.0003300820253833,-0.0003301365144459,43.69999999999982,6045.210000000001,6142.780000000001,0.0147708024582134,0.0106791328847798,153152587.15,,47.52804648757176,-4.666113379236776,13.770884802583424,-18.4369981818202,18.4369981818202,26.74565560821502,32.37551100354242,25.56731804169513,Downtrend,Downtrend,43.69999999999982,69.88000000000007,False,Sideways,Downtrend,0,2,Sideways/Low Volatility
2013-11-28 00:00:00+05:30,6092.0,6112.95,6068.3,6091.85,195315802,6589.55,0.0057370688943554,0.0057206745882288,44.64999999999964,6063.77,6134.7875,0.0108306524684044,0.0107046839297271,154039184.85,,50.00661053963303,-4.077107102667469,10.201286421533249,-14.278393524200716,14.278393524200716,49.760366743071735,34.62786316396242,30.844314129487287,Uptrend,Uptrend,44.64999999999964,69.78250000000007,False,Sideways,Uptrend,2,2,Sideways/Low Volatility
2013-11-29 00:00:00+05:30,6103.9,6182.5,6103.8,6176.1,190711115,5487.36,0.0138299531341055,0.0137351920271372,78.69999999999982,6099.9,6128.635,0.0114933584894286,0.011060606448931,151594384.25,,55.495411555736446,3.151625531143509,8.791354243455299,-5.63972871231179,5.63972871231179,84.87184830172981,53.792623551005526,40.26533257283679,Uptrend,Uptrend,78.69999999999982,70.06000000000003,True,Sideways,Uptrend,2,2,Sideways/Low Volatility
2013-12-02 00:00:00+05:30,6171.15,6228.7,6171.15,6217.85,145948276,5294.15,0.006759929405288,0.0067371835319666,57.55000000000018,6120.400000000001,6124.1675000000005,0.008633569875098,0.0111853718284569,149309808.6,,57.95868406295409,12.109730864971423,9.455029567758524,2.6547012972129007,2.6547012972129007,95.7658536585368,76.79935623444612,55.07328098313803,Uptrend,Uptrend,57.55000000000018,70.65500000000002,False,Uptrend,Uptrend,2,2,Sideways/Low Volatility
2013-12-03 00:00:00+05:30,6204.25,6225.4,6191.4,6201.85,156852586,5474.29,-0.0025732367297377,-0.002576553193958,34.0,6148.95,6118.3925,0.0064590130165666,0.0111799299850521,155959591.7,,56.66429350887661,17.713833552556935,11.106790364718208,6.607043187838727,6.607043187838727,89.5219512195124,90.053217726593,73.54839917068155,Sideways,Uptrend,34.0,70.76500000000001,False,Uptrend,Uptrend,2,0,Uptrend/Profitable
2013-12-04 00:00:00+05:30,6187.95,6209.15,6149.9,6160.95,186169067,5561.95,-0.0065948063884164,-0.0066166482053967,59.25,6169.72,6113.782499999999,0.0080793811707021,0.0110514644647967,156215357.0,,53.38233993093398,18.639967184682064,12.61342572871098,6.026541455971085,6.026541455971085,73.52481438061739,86.2708730862222,84.3744823490871,Downtrend,Downtrend,59.25,70.70500000000001,False,Uptrend,Downtrend,0,2,Sideways/Low Volatility
2013-12-05 00:00:00+05:30,6262.45,6300.55,6232.0,6241.1,186060466,7519.34,0.0130093573231402,0.0129254624629161,68.55000000000018,6199.570000000001,6115.08,0.0091780168189079,0.0113804900077286,157664367.15,,58.4599033886655,25.546881372988537,15.200116857566492,10.346764515422043,10.346764515422043,81.86117467582004,81.63598009198328,85.9866903015995,Uptrend,Uptrend,68.55000000000018,71.08250000000002,False,Uptrend,Uptrend,2,0,Uptrend/Profitable
2013-12-06 00:00:00+05:30,6234.4,6275.35,6230.75,6259.9,158539890,5692.11,0.0030122895002482,0.0030077616467564,44.60000000000037,6216.33,6118.7125,0.0076983971282442,0.0113389365245162,157149740.1,,59.57220844844172,32.166863926528094,18.59346627135881,13.57339765516928,13.57339765516928,87.5972540045765,80.9944143536713,82.96708917729227,Sideways,Uptrend,44.60000000000037,67.90500000000006,False,Uptrend,Uptrend,2,0,Uptrend/Profitable
2013-12-09 00:00:00+05:30,6415.0,6415.25,6345.0,6363.9,198285630,8117.57,0.0166136839246633,0.0164771864207576,70.25,6245.54,6129.870000000001,0.0099285202871596,0.0117028202894682,159561422.3,,65.13404419763242,45.28318229267461,23.931409475621976,21.35177281705264,21.35177281705264,88.39416883263637,85.95086583767763,82.86042009444407,Uptrend,Uptrend,70.25,68.20750000000007,False,Uptrend,Uptrend,2,0,Uptrend/Profitable
2013-12-10 00:00:00+05:30,6354.7,6362.25,6307.55,6332.85,242412856,8646.17,-0.004879083580823,-0.0048910251676183,54.69999999999982,6271.74,6142.5725,0.0103931151762282,0.0114789301116945,164379042.6,,62.37498180265119,52.56652936253067,29.65843345300372,22.90809590952696,22.90809590952696,81.37642671488311,85.78928318403199,84.2448544584603,Downtrend,Downtrend,54.69999999999982,67.24750000000009,False,Uptrend,Downtrend,0,0,Uptrend/Profitable
2013-12-11 00:00:00+05:30,6307.2,6326.6,6280.25,6307.9,148196394,5672.66,-0.0039397743512006,-0.0039475557067506,46.35000000000037,6301.13,6157.0650000000005,0.0097495405352095,0.0112198059598858,164098232.8,,60.16940187564538,55.6834932564343,34.86344541368984,20.820047842744465,20.820047842744465,75.73737145440153,81.83598900064034,84.52537934078332,Downtrend,Downtrend,46.35000000000037,64.71750000000011,False,Uptrend,Downtrend,0,0,Uptrend/Profitable
2013-12-12 00:00:00+05:30,6276.75,6286.85,6230.55,6237.05,148533899,5175.39,-0.0112319472407614,-0.0112955019033728,56.30000000000018,6300.32,6169.4375,0.0106129190438517,0.0115277655913915,163398016.35,,54.297897730035245,51.83913740970456,38.25858381289279,13.580553596811775,13.580553596811775,53.70827380179247,70.27402399035903,79.29976539167713,Downtrend,Downtrend,56.30000000000018,64.0425000000001,False,Uptrend,Downtrend,0,2,Sideways/Low Volatility
2013-12-13 00:00:00+05:30,6201.3,6208.6,6161.4,6168.4,169650657,6403.01,-0.0110068061022439,-0.0110678291851712,47.20000000000073,6282.02,6175.05,0.0114118664556544,0.0116766771247753,164134852.95,,49.2799167235408,42.76006502369455,39.158880055053146,3.601184968641405,3.601184968641405,35.87478893362762,55.10681139660719,69.07227479586885,Downtrend,Downtrend,47.20000000000073,63.15250000000015,False,Uptrend,Downtrend,0,2,Sideways/Low Volatility
2013-12-16 00:00:00+05:30,6168.35,6183.25,6146.05,6154.7,146451539,5445.51,-0.0022209973412877,-0.0022234674139103,37.19999999999982,6240.179999999999,6173.335,0.004185491871366,0.0105944553849721,163257869.3,,48.32020787101118,34.06665999165034,38.140436042372585,-4.073776050722245,4.073776050722245,32.315885179893414,40.63298263843783,55.33793934180135,Downtrend,Downtrend,37.19999999999982,60.69250000000011,False,Uptrend,Downtrend,0,2,Sideways/Low Volatility
