date,Open,High,Low,Close,Volume,daily_return,log_return,price_range,ma_5,ma_20,volatility_5,volatility_20,rsi_14,macd_12_26,macd_signal_12_26,macd_histogram_12_26,macd_signal_strength,stoch_14,stoch_smoothk,stoch_smoothd
2001-01-01 00:00:00+05:30,1263.5,1276.15,1250.65,1254.3,0,,,25.5,,,,,,,,,,,,
2001-01-02 00:00:00+05:30,1254.25,1279.59,1248.55,1271.8,0,0.01395200510244754,0.01385557180267835,31.039999999999964,,,,,,,,,,,,
2001-01-03 00:00:00+05:30,1271.8,1293.55,1263.95,1291.25,0,0.015293285107721433,0.015177521600540984,29.59999999999991,,,,,,,,,,,,
2001-01-04 00:00:00+05:30,1291.3,1331.35,1291.3,1307.65,0,0.012700871248789936,0.012620891678423937,40.049999999999955,,,,,,,,,,,,
2001-01-05 00:00:00+05:30,1307.55,1330.3,1306.25,1327.25,0,0.014988720223301222,0.01487749935150851,24.049999999999955,1290.45,,,,,,,,,,,
2001-01-08 00:00:00+05:30,1327.35,1334.2,1303.34,1309.25,0,-0.013561876059521527,-0.013654678304183761,30.860000000000127,1301.44,,0.012471946911762758,,,,,,,,,
2001-01-09 00:00:00+05:30,1309.2,1323.4,1304.9,1311.65,0,0.0018331105594806552,0.0018314324627639233,18.5,1309.4099999999999,,0.01236708654551015,,,,,,,,,
2001-01-10 00:00:00+05:30,1311.65,1324.35,1285.3,1287.3,0,-0.018564403613768987,-0.018738884956772308,39.049999999999955,1308.62,,0.015137205812297954,,,,,,,,,
2001-01-11 00:00:00+05:30,1287.5,1296.75,1275.95,1280.4,0,-0.005360055931018293,-0.005374472569880601,20.799999999999955,1303.17,,0.013227900813472662,,,,,,,,,
2001-01-12 00:00:00+05:30,1280.45,1298.84,1279.4,1286.75,0,0.004959387691346295,0.004947130437155756,19.439999999999827,1295.0700000000002,,0.00996023661456322,,,,,,,,,
2001-01-15 00:00:00+05:30,1286.84,1295.2,1277.84,1286.75,0,0.0,0.0,17.360000000000127,1290.5700000000002,,0.009255029472661998,,,,,,,,,
2001-01-16 00:00:00+05:30,1287.0,1302.59,1279.84,1293.05,0,0.004896055954925149,0.004884109251585105,22.75,1286.85,,0.009776844194765252,,,,,,,,,
2001-01-17 00:00:00+05:30,1299.4,1312.35,1295.3,1297.9,0,0.003750821700630347,0.003743804909264277,17.049999999999955,1288.97,,0.004409244812161084,,,,,,,,,
2001-01-18 00:00:00+05:30,1297.95,1309.95,1297.95,1305.95,0,0.006202326835657468,0.006183171570576117,12.0,1294.08,,0.00237846310367019,,65.59476607425853,,,,,67.01692936368947,,
2001-01-19 00:00:00+05:30,1306.0,1333.5,1306.0,1329.1,0,0.01772655920977062,0.017571276162997494,27.5,1302.55,,0.006680264044127183,,73.1811728318614,,,,,94.04553415061281,,
2001-01-22 00:00:00+05:30,1329.3,1351.85,1329.3,1348.0,0,0.0142201489729894,0.014119991044965427,22.549999999999955,1314.8,,0.0062245669558911535,,77.5361954373817,,,,,95.62002275312867,85.5608287558103,
2001-01-23 00:00:00+05:30,1347.95,1362.05,1346.5,1355.2,0,0.005341246290801127,0.005327032425537544,15.549999999999955,1327.23,,0.006147471208946733,,78.93926599329755,,,,,92.04413472706166,93.90323054360105,
2001-01-24 00:00:00+05:30,1355.35,1371.1,1355.35,1365.95,0,0.007932408500590293,0.007901112341947701,15.75,1340.84,,0.0054200047857889564,,80.86133304895685,,,,,94.5874934314242,94.08388363720485,91.18264764553874
2001-01-25 00:00:00+05:30,1366.05,1374.2,1353.5,1370.1,0,0.0030381785570481323,0.003033572619325224,20.700000000000045,1353.67,,0.006151193331207231,,81.56094622260721,,,,,95.82697201017797,94.15286672288795,94.04666030123128
2001-01-29 00:00:00+05:30,1368.55,1368.55,1312.1,1342.05,0,-0.020472958178235134,-0.02068543419734826,56.450000000000045,1356.2599999999998,1311.0825,0.013245757863773272,,64.41994781486316,,,,,67.27735368956733,85.89727304372316,91.37800780127198
2001-01-30 00:00:00+05:30,1342.1,1382.55,1342.05,1379.7,0,0.028054096345143664,0.02766778855227318,40.5,1362.6,1317.3525,0.01726761467493022,0.012203975235841638,72.71024785356907,,,,,97.32645403377118,86.81025991117217,88.95346655926109
2001-01-31 00:00:00+05:30,1385.85,1396.05,1369.0,1371.7,0,-0.005798361962745524,-0.005815237729626514,27.049999999999955,1365.9,1322.3475,0.01788448572386576,0.012227454207382365,69.02972514304699,,,,,79.72522897585351,81.44301223306401,84.71684839598645
2001-02-01 00:00:00+05:30,1371.5,1373.5,1340.95,1359.15,0,-0.00914923088138797,-0.009191342148181904,32.549999999999955,1364.5400000000002,1325.7425,0.018227640409501263,0.012245945376036507,63.591567080561305,,,,,68.78436680483897,81.94534993815455,83.39954069413024
2001-02-02 00:00:00+05:30,1359.1,1384.9,1355.3,1378.85,0,0.014494353088327028,0.014390314066493392,29.600000000000136,1366.29,1329.3025,0.01951556205813467,0.012329800023325668,67.87042483456545,,,,,85.44962355130697,77.98640644399983,80.4582562050728
2001-02-05 00:00:00+05:30,1378.8,1392.15,1373.45,1382.6,0,0.0027196576857526633,0.0027159661084917314,18.700000000000045,1374.4,1332.0700000000002,0.015313211951695046,0.011988080830285252,68.62628512971382,,,,,88.42612511832026,80.88670515815541,80.2728205134366
2001-02-06 00:00:00+05:30,1382.7,1395.4,1382.7,1387.1,0,0.0032547374511788796,0.00324945225807973,12.700000000000045,1375.8799999999999,1335.9625,0.009210169937036007,0.011406431692282077,69.55196692269864,27.347680597256385,,,,91.11662531017366,88.3307913266003,82.40130097625185
2001-02-07 00:00:00+05:30,1387.3,1391.85,1368.05,1370.8,0,-0.011751135462475637,-0.01182072576879062,23.799999999999955,1375.7,1338.9199999999998,0.010604674403196089,0.011871643377968007,62.37314480956828,26.13724958605485,,,,74.26095820591232,84.60123621146874,84.60624423207481
2001-02-08 00:00:00+05:30,1370.65,1396.8,1365.05,1395.5,0,0.01801867522614531,0.017858262975923085,31.75,1382.97,1344.33,0.011703334436499804,0.011296183474425209,67.79727848676286,26.861416177437604,,,,98.56828193832604,87.98195515147067,86.97132756317991
2001-02-09 00:00:00+05:30,1395.55,1416.3,1395.55,1405.7,0,0.007309208169115067,0.007282625361343394,20.75,1388.34,1350.595,0.010697275124529268,0.011090903969103564,69.73739021887901,27.93634537379262,,,,89.82725527831104,87.5521651408498,86.71178550126308
2001-02-12 00:00:00+05:30,1405.7,1416.45,1397.6,1402.2,0,-0.0024898627018566932,-0.0024929675648528954,18.850000000000136,1392.26,1356.3675,0.011088763113409363,0.011207523290647984,68.21862828289888,28.180961178642747,,,,86.34403449928129,91.57985723863946,89.03799251031997
2001-02-13 00:00:00+05:30,1402.2,1412.7,1386.65,1391.2,0,-0.007844815290258156,-0.007875747732793986,26.049999999999955,1393.08,1361.5900000000001,0.012060521395596251,0.01150173873248533,63.535362055631865,27.173968305763083,,,,75.8025874460949,83.99129240789576,87.707771595795
