date,Open,High,Low,Close,volume,turnover (₹ cr),daily_return,log_return,price_range,ma_5,ma_20,volatility_5,volatility_20,rsi_14,macd_12_26,macd_signal_12_26,macd_histogram_12_26,macd_signal_strength,stoch_14,stoch_smoothk,stoch_smoothd
2014-01-09,6181.7,6188.05,6148.25,6168.35,150064466,5908.02,-0.0010122113173323122,-0.0010127239491648035,39.80000000000018,6181.5599999999995,,0.0025231704374103522,,36.90992533355505,,,,,11.051276047764151,13.0580733578983,
2014-01-10,6178.85,6239.1,6139.6,6171.45,159920407,7347.29,0.0005025655158996667,0.0005024392721461814,99.5,6173.620000000001,,0.0027120441173183224,,37.78768618556505,,,,,14.563328760859388,13.197531970469976,
2014-01-13,6189.55,6288.2,6189.55,6272.75,135009945,5984.02,0.01641429485777257,0.016281036569785592,98.64999999999964,6189.88,,0.008095618931923412,,58.23575303227248,,,,,60.882487425697185,28.832364078106906,18.36265646882506
2014-01-14,6260.25,6280.35,6234.15,6241.85,110231153,4703.01,-0.004926069108445175,-0.004938242180258452,46.20000000000073,6205.8,,0.008143690077764536,,52.56069014195569,,,,,46.75354366712395,40.73311995122685,27.587671999934575
2014-01-15,6265.95,6325.2,6265.3,6320.9,145922867,6422.97,0.01266451452694306,0.012584990282946245,59.899999999999636,6235.06,6241.8150000000005,0.00926772789471231,,62.601399791189664,,,,,82.89894833104684,63.51165980795599,44.35904794576325
2014-01-16,6341.35,6346.5,6299.85,6318.9,153420441,6758.63,-0.0003164106377256948,-0.00031646070613325746,46.649999999999636,6265.17,6246.9025,0.009164626084350884,0.007518814758217137,62.24245671783354,,,,,81.98445358939159,70.54564852918746,58.26347609612344
2014-01-17,6306.25,6327.1,6246.35,6261.65,167719501,7895.92,-0.009060121223630646,-0.009101413721168659,80.75,6283.21,6251.652499999999,0.011097339838859823,0.0075802900821901175,52.89330118906046,,,,,55.807041609510456,73.56348117664963,69.20692983793103
2014-01-20,6261.75,6307.45,6243.35,6303.95,122136071,5499.51,0.006755407919637912,0.006732692395925835,64.09999999999945,6289.45,6253.1375,0.008764133409588239,0.0066655106821230615,57.922358733932654,,,,,75.14860539551879,70.98003353147361,71.69638774577022
2014-01-21,6320.15,6330.3,6297.9,6313.8,141728380,5831.26,0.0015625123930234075,0.0015612929406419404,32.400000000000546,6303.84,6254.602499999999,0.008119627836801655,0.006664756328907335,59.019497991935836,,,,,79.65249199817099,70.20271300106674,71.58207590306331
2014-01-22,6309.05,6349.95,6287.45,6338.95,137490525,5635.92,0.003983338084829979,0.003975425598792202,62.5,6307.45,6258.13,0.0060087242958349624,0.006679907757449138,61.76108699397307,,,,,94.77062039458045,83.19057259609006,74.79110637621014
2014-01-23,6325.95,6355.6,6316.4,6345.65,120054602,5278.88,0.0010569573825318646,0.0010563991963623248,39.20000000000073,6312.8,6261.467500000001,0.005988576533061682,0.006676007745257944,62.481191631936106,24.95766347029621,,,,95.39351851851818,89.93887697042321,81.11072085586001
2014-01-24,6301.65,6331.45,6263.9,6266.75,160270856,6209.06,-0.012433714434297416,-0.012511659836120561,67.55000000000018,6313.82,6259.115,0.007407554192032789,0.00716027232979569,50.435913225112365,21.31831701259489,,,,58.86574074074057,83.00995988461305,85.37980315037544
2014-01-27,6186.3,6188.55,6130.25,6135.85,190442601,7091.1,-0.020888020106115568,-0.021109261078658903,58.30000000000018,6280.2,6251.3525,0.010811475572112046,0.00849290891764597,37.514411202367604,7.781868169523477,,,,2.4850232970935675,52.24809418545076,75.06564368016234
2014-01-28,6131.85,6163.6,6085.95,6126.25,184111740,7710.08,-0.0015645754052006078,-0.001565800631439209,77.65000000000055,6242.69,6242.465,0.010394490847860777,0.00845816698179889,36.770386128975495,-3.6781059174372785,,,,14.945299462265938,25.432021166700014,53.56335841225461
2014-01-29,6161.0,6170.45,6109.8,6120.25,146733030,6487.39,-0.0009793919608243051,-0.0009798718785080376,60.649999999999636,6198.95,6233.395,0.009395493111606852,0.00845539561660081,36.2859983096553,-13.093434835512198,,,,12.720192842573748,10.050171867311075,29.243429073153948
2014-01-30,6067.0,6082.85,6027.25,6073.7,208061426,7694.04,-0.00760589845186066,-0.007634970805552999,55.600000000000364,6144.5599999999995,6226.0225,0.008279604868535725,0.008164242229790272,32.68818257772604,-24.034294417074307,,,,14.14649002588694,13.937327443575533,16.473173492528876
2014-01-31,6082.75,6097.85,6067.35,6089.5,146713083,5407.1,0.002601379719116892,0.002598001987468999,30.5,6109.11,6219.9400000000005,0.009254814685339995,0.008206423502288236,35.042427865145115,-31.071898996166965,,,,18.958428506167177,15.275037124875945,13.087512145254186
2014-02-03,6058.8,6074.85,5994.45,6001.8,134893587,4635.69,-0.014401839231463986,-0.014506552307975153,80.40000000000055,6082.3,6210.4575,0.006690919020262829,0.008733261971699637,28.983008078734343,-43.227607438519044,,,,2.035165443721543,11.713361325258544,13.641908631236674
2014-02-04,5947.6,6017.8,5933.3,6000.9,183252654,6075.02,-0.00014995501349601703,-0.00014996625787316785,84.5,6057.23,6202.39,0.006867832638586336,0.008704892101145145,28.927726713726557,-52.33048319889713,-19.64514103884763,-32.6853421600495,32.6853421600495,16.007577551503534,12.333723833797407,13.107374094643966
2014-02-05,6004.25,6028.05,5962.05,6022.4,166627311,5572.13,0.0035827959139462795,0.0035763929896889188,66.0,6037.660000000001,6194.78,0.007646209919656548,0.008743403167413106,32.25211450634889,-57.15090741914992,-27.14629431490809,-30.004613104241827,30.004613104241827,21.098744968032065,13.047162654419038,12.364749271158331
2014-02-06,6028.35,6048.35,5965.4,6036.3,185503324,6291.97,0.002308049946865065,0.002305390490905147,82.95000000000073,6030.18,6188.1775,0.0075003747045565596,0.008778820274962984,34.38884705292692,-59.16746876072466,-33.55052920407141,-25.61693955665325,25.61693955665325,24.390243902439014,20.498855473991526,15.293247320735992
2014-02-07,6077.65,6079.95,6030.9,6063.2,181932292,5591.39,0.0044563722810331274,0.0044464720559084766,49.05000000000018,6024.92,6182.764999999999,0.00777692970810146,0.008859643066786415,38.435596005052275,-57.92725364360285,-38.425874091977704,-19.50137955162515,19.50137955162515,30.760123135211835,25.416370668560962,19.654129598990508
2014-02-10,6072.8,6083.05,6046.4,6053.45,133070328,4762.89,-0.0016080617495711769,-0.0016093560686157922,36.650000000000546,6035.249999999999,6171.8,0.002543435081579787,0.007873199732950548,37.53201418505678,-57.07321326815236,-42.15534192721264,-14.917871340939719,14.917871340939719,28.451337911437268,27.867234983029363,24.594153708527283
2014-02-11,6072.45,6081.85,6053.25,6062.7,150520900,5268.8,0.0015280542500557548,0.0015268879631088485,28.600000000000364,6047.61,6162.842500000001,0.0023377587841846995,0.007868356314908165,38.99724193681994,-55.01579458917331,-44.72743245960477,-10.28836212956854,10.28836212956854,30.641723892966986,29.951061646538687,27.744889099376337
2014-02-12,6085.35,6106.6,6077.4,6084.0,138547391,5351.08,0.0035132861596318676,0.0035071289868710874,29.200000000000728,6059.93,6150.9974999999995,0.002326570426889634,0.0072474558769051525,42.35049090962193,-51.077750956479576,-45.997496158979736,-5.08025479749984,5.08025479749984,37.850056511365054,32.3143727719231,30.044223133830382
2014-02-13,6087.55,6094.4,5991.1,6001.1,153652371,5037.18,-0.01362590401051933,-0.013719588639159846,103.29999999999927,6052.889999999999,6135.1075,0.007351999492942119,0.007693371718099709,34.42019687774204,-54.02341191711548,-47.60267931060689,-6.420732606508594,6.420732606508594,26.56219392752211,31.68465811061804,31.316697509693274
2014-02-14,6023.75,6056.4,5984.6,6048.35,140204479,5539.7,0.007873556514639057,0.007842721815290526,71.79999999999927,6049.92,6124.4425,0.008121676678203646,0.007868828708675508,41.18075083270412,-51.94638375901377,-48.471420200288264,-3.4749635587255057,3.4749635587255057,48.51359898798244,37.641949808956525,33.88032689716589
2014-02-17,6057.1,6080.65,6038.3,6073.3,108492457,4455.65,0.004125091967230654,0.004116607101259631,42.349999999999454,6053.89,6112.91,0.008321980989325808,0.007740982216674476,44.43794674807471,-47.736787523931525,-48.32449366501692,0.5877061410853912,0.5877061410853912,59.03436643474603,44.70338645008352,38.00999812321936
2014-02-18,6071.3,6141.7,6066.8,6127.1,126639146,4592.38,0.008858445984884611,0.008819440137131852,74.89999999999964,6066.77,6103.575,0.009115934200453759,0.00807417468801198,50.768786943498256,-39.602923949164506,-46.580179721846434,6.977255772681929,6.977255772681929,92.99424184261062,66.84740242177969,49.73091289360658
2014-02-19,6132.05,6160.35,6125.75,6152.75,95248833,3735.52,0.004186319792397697,0.00417758153463435,34.600000000000364,6080.52,6094.264999999999,0.009146036937480426,0.008081512462383393,53.48974331481147,-30.732769593444573,-43.41069769616607,12.677928102721495,12.677928102721495,96.6527196652718,82.89377598087614,64.81485495091312
2014-02-20,6127.15,6129.1,6086.45,6091.45,132108928,4344.77,-0.009963024663768305,-0.010012987726474961,42.650000000000546,6098.589999999999,6081.555,0.007562817678944289,0.008274363368766965,46.82858353323277,-28.32301595755598,-40.39316134844405,12.070145390888072,12.070145390888072,69.65426117595221,86.43374089461155,78.72497309908913
2014-02-21,6108.3,6159.65,6108.0,6155.45,112596128,4001.93,0.010506529644009222,0.010451719635821382,51.649999999999636,6120.01,6075.99,0.008060863852854264,0.00834298917164258,53.35913842994195,-21.00684982165876,-36.515899043086996,15.509049221428235,15.509049221428235,97.84188504734617,88.04962196285673,85.79237961278147
2014-02-24,6140.95,6191.85,6130.8,6186.1,144877047,4424.81,0.004979327262832234,0.0049669714117469115,61.05000000000018,6142.570000000001,6078.5025,0.008085309595555415,0.006966631360653946,56.13757015633904,-12.590402281321985,-31.730799690733996,19.14039740941201,19.14039740941201,97.49782419495213,88.33132347275016,87.60489544340614
2014-02-25,6205.7,6216.85,6176.6,6200.05,146259298,4782.95,0.002255055689368124,0.0022525168673606616,40.25,6157.16,6082.192499999999,0.0075568647908943925,0.006961398313733507,57.38195608034776,-4.740018569874337,-26.332643466562065,21.592624896687727,21.592624896687727,93.31875124279175,96.21948682836334,90.86681075465674
2014-02-26,6202.45,6245.95,6202.1,6238.8,181663811,6641.33,0.006249949597180615,0.006230499660876425,43.849999999999454,6174.37,6088.12,0.007733592738495486,0.0070608494988582725,60.71592196117228,4.555752355844561,-20.15496430208074,24.7107166579253,24.7107166579253,97.26420508896129,96.02692684223506,93.52591238111619
2014-02-28,6228.45,6282.7,6228.1,6276.95,209914263,7869.42,0.006114958004744375,0.006096337519478733,54.599999999999454,6211.47,6098.282499999999,0.0029769380544270832,0.006845659248331157,63.72467453554034,14.830151202424531,-13.157941201179684,27.988092403604213,27.988092403604213,98.0711170748071,96.21802446885336,96.15481271315059
2014-03-03,6264.35,6277.75,6212.25,6221.45,144562338,5040.12,-0.008841873840001901,-0.00888119516086819,65.5,6224.67,6104.879999999999,0.006351533036398985,0.007231042663403696,56.897426832833155,18.28353888903257,-6.869645183137233,25.153184072169804,25.153184072169804,79.45320362294528,91.59617526223788,94.61370885777542
2014-03-04,6216.75,6302.15,6215.7,6297.95,166818924,5550.29,0.012296168899533111,0.01222118506491175,86.44999999999982,6247.039999999999,6119.6875,0.007835473775578661,0.006661044326667638,62.81165435752837,26.883389197469114,-0.11903830701596352,27.002427504485077,27.002427504485077,98.6773736419462,92.06723144656617,93.29381039255247
2014-03-05,6328.45,6336.25,6287.8,6328.65,160300066,5754.58,0.004874602053049015,0.0048627596495382595,48.44999999999982,6272.76,6136.075,0.007809355262097742,0.006653276357051046,64.89347946538803,35.76380309499109,7.0575299733854475,28.70627312160564,28.70627312160564,97.83876013081178,91.98977913190107,91.88439528023504
2014-03-06,6344.75,6406.6,6339.7,6401.15,180731810,5844.96,0.011455839713050864,0.01139071845516691,66.90000000000055,6305.2300000000005,6155.0125,0.008479480884074362,0.006936182196429457,69.26872364547123,48.097303406782885,15.265484660064937,32.83181874671795,32.83181874671795,98.70853080568703,98.40822152614832,94.15507736820518
2014-03-07,6413.95,6537.8,6413.55,6526.65,284922346,11368.15,0.019605852073455443,0.01941613308108391,124.25,6355.17,6179.530000000001,0.010705585552386982,0.007853085444234298,75.06245774239696,67.22358082021765,25.65710389209548,41.56647692812217,41.56647692812217,97.76776776776765,98.10501956808882,96.16767340871274
2014-03-10,6491.7,6562.2,6487.35,6537.25,242143703,9992.74,0.001624110378218635,0.0016227929372118323,74.84999999999945,6418.33,6203.2325,0.007001524329728594,0.007868843195627856,75.48288812496745,82.28805935415858,36.983294984508106,45.30476436965047,45.30476436965047,94.96366572466698,97.14665476604056,97.88663195342592
2014-03-11,6537.35,6562.85,6494.25,6511.9,238994883,8268.67,-0.0038777773528625437,-0.003885315425082567,68.60000000000036,6461.12,6226.155,0.009085131609500226,0.007966709036015566,72.34175553002373,91.1307355918143,47.812783105969345,43.317952485844955,43.317952485844955,89.3052057094877,94.01221306730743,96.42129580047894
2014-03-12,6497.5,6546.15,6487.3,6516.9,174977068,6176.54,0.0007678250587386248,0.0007675304318831538,58.849999999999454,6498.7699999999995,6248.865,0.009472908304521669,0.00797935538134937,72.58409108258023,97.4190917826636,57.7340448413082,39.6850469413554,39.6850469413554,90.35474391267829,91.54120511561098,94.23335764965299
2014-03-13,6491.75,6561.45,6476.65,6493.1,167858387,8356.1,-0.0036520431493500816,-0.003658728139811217,84.80000000000018,6517.159999999999,6269.32,0.009671179967572427,0.008144906897913999,69.46416037209993,99.33710199734378,66.05465627251532,33.28244572482846,33.28244572482846,84.66527426624162,88.10840796280253,91.22060871524032
2014-03-14,6447.25,6518.45,6432.7,6504.2,177336088,7114.55,0.0017095070151391667,0.0017080474711854297,85.75,6512.67,6294.475,0.0028360855606125155,0.007126755061300641,70.1094695378697,100.59323989206587,72.96237299642543,27.630866895640438,27.630866895640438,86.42518227057042,87.1484001498301,88.9326710760812
2014-03-18,6532.45,6574.95,6497.65,6516.65,179308616,7268.52,0.0019141477814335062,0.0019123181350059718,77.30000000000018,6508.55,6317.89,0.0028974415975431527,0.007083253485865398,70.85347447060074,101.42419419827911,78.65473723679617,22.769456961482945,22.769456961482945,85.36462909501688,85.48502854394297,86.91394555219188
2014-03-19,6530.0,6541.2,6506.0,6524.05,172464722,7666.24,0.001135552776349913,0.001134908523971568,35.19999999999982,6510.98,6340.4275,0.002296721219784802,0.007106636623530432,71.31057434105563,101.50970889177006,83.22573156779094,18.283977323979116,18.283977323979116,86.34839747887898,86.04606961482209,86.22649943619838
2014-03-20,6508.35,6523.65,6473.25,6483.1,141984189,6280.76,-0.006276775929062395,-0.0062965577077323765,50.399999999999636,6504.219999999999,6358.2275,0.003717062505416275,0.007320946896344374,65.21546152098728,97.1532351172491,86.01123227768258,11.142002839566516,11.142002839566516,74.6760408050732,82.12968912632302,84.55359576169603
2014-03-21,6515.2,6522.9,6485.7,6493.2,189854420,8841.94,0.0015578966852276555,0.001556684423076205,37.19999999999982,6504.24,6375.25,0.0035249286851838507,0.007319347984837236,65.98763832970195,93.43858204470598,87.49670223108727,5.941879813618712,5.941879813618712,77.46071133167906,79.49504987187707,82.55693620434073
2014-03-22,6497.8,6502.65,6481.35,6494.9,9774392,373.66,0.0002618123575433007,0.00026177809066888315,21.299999999999272,6502.38,6395.4225,0.0034077415430377764,0.006719194099393917,66.12395077065823,89.59902670815791,87.91716712650141,1.6818595816564965,1.6818595816564965,77.7174669450243,76.61807302725884,79.41427067515298
2014-03-24,6510.5,6591.5,6510.5,6583.5,158395722,6633.77,0.013641472539992927,0.01354926526903964,81.0,6515.75,6416.825,0.007210624949054729,0.0069310297061427745,72.34474525093862,92.63756282102713,88.86124626540655,3.776316555620582,3.776316555620582,97.36582153440895,84.18133327037076,80.09815205650223
2014-03-25,6550.1,6595.55,6544.85,6589.75,168125064,6475.61,0.0009493430546061443,0.0009488927134847534,50.69999999999982,6528.89,6437.007500000001,0.007217097002502936,0.006940958978858153,72.72523684364516,94.46105905964487,89.98120882425421,4.479850235390657,4.479850235390657,97.73304670705485,90.93877839549602,83.91272823104187
2014-03-26,6615.65,6627.45,6580.6,6601.4,186570474,7046.34,0.001767897112940453,0.0017663362222314941,46.849999999999454,6552.549999999999,6457.075,0.005624079254034091,0.006945259777930591,73.4582759148145,95.74258962768363,91.1334849849401,4.609104642743532,4.609104642743532,87.8214118747077,94.30676003872384,89.80895723486354
2014-03-27,6613.1,6673.95,6599.5,6641.75,312383468,12924.37,0.006112339806707778,0.00609373523092073,74.44999999999982,6582.26,6477.2225,0.005572008167260296,0.006942109072166162,75.87656178530688,98.87435756984723,92.68165950192153,6.192698067925704,6.192698067925704,86.65284974093272,90.73576944089842,91.99376929170609
2014-03-28,6673.05,6702.6,6643.8,6695.9,134114378,6862.55,0.008152971731847813,0.00811991580563042,58.80000000000018,6622.459999999999,6498.17,0.005157081521183829,0.007002507286901135,78.68350661821266,104.52090672601662,95.04950894674056,9.47139777927606,9.47139777927606,97.5175991107815,90.66395357547397,91.9021610183654
2014-03-31,6723.15,6730.05,6662.4,6704.2,177579421,7743.3,0.0012395645096252572,0.0012387968838208155,67.65000000000055,6646.6,6522.307500000001,0.0032781768831117537,0.006424596650264732,79.08521635842507,108.41582806801944,97.72277277099634,10.693055297023093,10.693055297023093,91.30654111316619,91.8256633216268,91.07512877933307
2014-04-01,6729.5,6732.25,6675.45,6721.05,147136671,7174.14,0.0025133498403986376,0.0025101966589488197,56.80000000000018,6672.859999999999,6543.4625,0.003021275437725608,0.006105196998053182,79.91281940152433,111.5760561500083,100.49342944679874,11.082626703209556,11.082626703209556,96.2610582540478,95.02839949266514,92.5060054632553
2014-04-02,6757.6,6763.5,6723.6,6752.55,173335875,8007.75,0.004686767692547944,0.004675818992859665,39.899999999999636,6703.089999999999,6564.657499999999,0.002763491372649459,0.006102748956375607,81.39497656064023,115.29331682792144,103.4534069230233,11.83990990489815,11.83990990489815,96.6898428053205,94.75248072417816,93.86884784615671
2014-04-03,6772.05,6776.75,6696.9,6736.1,197546648,7738.58,-0.0024361167262737515,-0.0024390888866266734,79.85000000000036,6721.960000000001,6581.405000000001,0.003941552470883151,0.005908853894848882,78.15191689755748,115.57956588522757,105.87863871546415,9.700927169763418,9.700927169763418,86.60626029654048,93.18572045196959,94.32220022293762
2014-04-04,6741.85,6741.85,6685.15,6694.35,155127592,6676.88,-0.006197948367749895,-0.006217235384320974,56.70000000000073,6721.65,6589.789999999999,0.004305836466845075,0.004683315557220878,70.47689920926523,111.15620470921112,106.93415191421356,4.222052794997566,4.222052794997566,72.85008237232302,85.382061824728,91.10675433362525
2014-04-07,6694.25,6725.15,6650.4,6695.05,133947319,6707.01,0.0001045657905547337,0.00010456032393353425,74.75,6719.8200000000015,6597.68,0.00425115955721678,0.004689755368977755,70.52915790173846,106.47971142647111,106.84326381666509,-0.36355239019397345,0.36355239019397345,73.08072487644158,77.51235584843502,85.36004604171087
2014-04-09,6722.0,6808.7,6705.1,6796.2,169794626,8892.66,0.015108176936692086,0.01499518507744194,103.59999999999945,6734.85,6611.8949999999995,0.008203671628523975,0.005464581546257235,76.89384184371335,109.67129405194373,107.40886986372081,2.262424188222923,2.262424188222923,96.18145715594929,80.70408813490461,81.19950193602254
2014-04-10,6803.05,6819.05,6777.3,6796.4,191125947,9079.6,2.942820988205419e-05,2.9427776880780706e-05,41.75,6743.62,6625.87,0.008122263023337059,0.005476913204322493,76.90446273976045,110.93796084908627,108.11468806079391,2.823272788292357,2.823272788292357,93.29286348830306,87.51834850689796,81.91159749674586
2014-04-11,6758.35,6789.35,6743.15,6776.3,140734579,7463.19,-0.002957448060737944,-0.002961829951863465,46.20000000000073,6751.660000000001,6640.030000000001,0.008185659848050333,0.005440492839501476,73.25985961055709,109.06269454087487,108.3042893568101,0.7584051840647703,0.7584051840647703,86.14487117160915,91.87306393862049,86.69850019347435
2014-04-15,6792.7,6813.4,6711.75,6733.1,123197822,7100.26,-0.006375160485810771,-0.006395568604345289,101.64999999999964,6759.410000000001,6651.475,0.008226077362520054,0.005765641712372447,66.01825040129253,102.90443524480179,107.22431853440845,-4.319883289606665,4.319883289606665,68.65426695842456,82.69733387277891,87.36291543943246
2014-04-16,6727.25,6748.65,6665.15,6675.3,119768833,6168.64,-0.008584455896986531,-0.008621514576662933,83.5,6755.460000000001,6659.407499999999,0.00935140164457114,0.006210353416604863,57.7876285309575,92.29606189038805,104.23866720560437,-11.942605315216326,11.942605315216326,39.71482491088274,64.83798768030547,79.80279516390164
2014-04-17,6695.45,6783.05,6684.4,6779.4,131488368,6952.58,0.015594804727877332,0.015474455364523729,98.65000000000055,6752.1,6672.175,0.0095554884563336,0.006992204793597429,66.0074130219651,91.2371247962983,101.63835872374317,-10.401233927444864,10.401233927444864,81.94033249829172,63.43647478919966,70.32393211409469
2014-04-21,6789.25,6825.45,6786.9,6817.65,111840313,5711.98,0.005642092220550454,0.005626235234663153,38.55000000000018,6756.35,6688.902499999999,0.009948730256329514,0.00675863777381682,68.43924443932728,92.4190159642194,99.79449017183842,-7.375474207619021,7.375474207619021,95.70602807597017,72.4537284950482,66.90939698818444
2014-04-22,6822.9,6838.0,6806.25,6815.35,114693049,5636.78,-0.00033735964738568214,-0.0003374165659532361,31.75,6764.160000000001,6705.01,0.009777831723107823,0.006786370746228658,68.12365080010522,92.10831513037738,98.25725516354622,-6.1489400331688415,6.1489400331688415,87.92643923240959,88.52426660222382,74.80482329549055
2014-04-23,6823.25,6861.6,6820.75,6840.8,182972972,9247.25,0.003734217611714774,0.0037272627297802005,40.850000000000364,6785.7,6722.305,0.008821369155308765,0.006771958569232568,69.7840188581946,92.8454205724629,97.17488824532957,-4.32946767286667,4.32946767286667,90.1515151515151,91.26132748663161,84.07977419463454
2014-04-25,6855.8,6869.85,6772.85,6782.75,154320793,8021.33,-0.008485849608232954,-0.008522059422898664,97.0,6807.19,6732.2675,0.008788458429353795,0.006683403297240663,61.86809418492397,87.73408813452443,95.28672822316854,-7.552640088644111,7.552640088644111,60.30986557302344,79.46260665231604,86.41606691372381
2014-04-28,6778.55,6786.25,6750.3,6761.25,118162668,6297.18,-0.003169805757251898,-0.003174840233210194,35.94999999999982,6803.56,6740.842500000001,0.0056253728818704595,0.006764663567878966,59.19006437142429,81.01456456480628,92.43229549149609,-11.417730926689813,11.417730926689813,50.512645249487356,66.99134199134195,79.2384253767632
2014-04-29,6769.0,6779.7,6708.65,6715.25,115511531,5459.34,-0.006803475688667016,-0.006826724839414866,71.05000000000018,6783.08,6746.535000000001,0.0049251490367140886,0.007001310028178897,53.822057978123205,71.15722200089749,88.17728079337637,-17.020058792478878,17.020058792478878,29.55115060378225,46.791220475431004,64.41505637302967
2014-04-30,6724.95,6780.15,6656.8,6696.4,161106871,7066.78,-0.002807043669260323,-0.0028109908045921687,123.34999999999945,6759.289999999999,6749.2675,0.0047088895946399475,0.006934131716915382,51.75086744601149,61.119620596116874,82.76574875392447,-21.646128157807595,21.646128157807595,20.961494645705102,33.67509683299156,49.152553099921505
2014-05-02,6709.95,6737.65,6689.5,6694.8,114275323,5030.42,-0.00023893435278643516,-0.0002389629021466117,48.149999999999636,6730.089999999999,6749.2125,0.0033085961550472424,0.006692047428408126,51.56946393815915,52.43124775081833,76.69884855330324,-24.267600802484907,24.267600802484907,17.83618868810137,22.782944645862898,34.41642065142849
2014-05-05,6681.65,6741.05,6680.45,6699.35,104989653,4881.32,0.0006796319531576778,0.0006794011079490664,60.600000000000364,6713.410000000001,6748.969999999999,0.002927462720598587,0.006687815720131737,52.08384632992907,45.389573894806745,70.43699362160393,-25.047419726797187,25.047419726797187,19.971837596808328,19.589840310204924,25.349293929686457
2014-05-06,6719.25,6743.45,6701.9,6715.3,88291413,4168.72,0.002380827990775103,0.0023779983102460538,41.55000000000018,6704.219999999999,6748.6825,0.003575472677587256,0.006685243987602088,53.93102678331026,40.627697524485484,64.47513440218025,-23.84743687769476,23.84743687769476,27.458343111945528,21.755456465618398,21.37608047389541
2014-05-07,6708.6,6718.75,6642.9,6652.55,114099791,6513.29,-0.009344333090107626,-0.009388265262639386,75.85000000000036,6691.68,6743.6825,0.004581870841537716,0.006897966024511388,46.359194544512064,31.428190994754004,57.865745720694996,-26.43755472594099,26.43755472594099,4.252037893809436,17.22740620085442,19.52423432555925
2014-05-08,6669.9,6688.4,6638.55,6659.85,101549745,5413.39,0.001097323582686327,0.0010967219632376844,49.849999999999454,6684.37,6739.87,0.004712240336007938,0.006897035207072216,47.286405887587456,24.444780568385795,51.18155269023316,-26.736772121847366,26.736772121847366,9.208819714656363,13.639733573470432,17.540865413314418
2014-05-09,6654.15,6871.35,6652.15,6858.8,166442779,8027.14,0.029873045188705483,0.02943553754641982,219.20000000000073,6717.17,6748.092500000001,0.014706844809926768,0.009548131588481864,65.02846189595692,34.56552988597832,47.85834812938219,-13.292818243403872,13.292818243403872,94.60910652920955,36.02332137922511,22.296820384516653
2014-05-12,6863.4,7020.05,6862.9,7014.25,157725090,8475.17,0.02266431445733952,0.02241129475994542,157.15000000000055,6780.15,6764.052500000001,0.0163142516449273,0.010671326201506322,72.74688986058109,54.50155251502201,49.18698900651016,5.314563508511853,5.314563508511853,98.47968545216249,67.43253723200947,39.031864061568335
