episode,step,portfolio_value,reward,action,price,date
56,226,100000.0,-0.0010000000474974513,2,0.0,Step_226
56,227,100000.0,-0.0010000000474974513,2,0.0,Step_227
56,228,100000.0,-0.19641894102096558,1,0.0,Step_228
57,229,99109.6495200145,-0.2480161488056183,1,0.0,Step_229
57,230,100000.0,-0.08144095540046692,2,0.0,Step_230
57,231,100000.0,0.01637108065187931,1,0.0,Step_231
57,232,100000.0,-0.09562674909830093,2,0.0,Step_232
58,233,100000.0,0.0,0,0.0,Step_233
58,234,100000.0,0.0,0,0.0,Step_234
58,235,100000.0,0.16894550621509552,1,0.0,Step_235
58,236,100000.0,0.043600816279649734,2,0.0,Step_236
59,237,100000.0,-0.0010000000474974513,2,0.0,Step_237
59,238,100000.0,-0.0010000000474974513,2,0.0,Step_238
59,239,100000.0,-0.5197175145149231,1,0.0,Step_239
59,240,99489.53664316099,-0.13553939759731293,0,0.0,Step_240
60,241,99351.35752419563,-0.0369226448237896,1,0.0,Step_241
60,242,100219.83041653581,0.23159159719944,0,0.0,Step_242
60,243,100000.0,-0.12497540563344955,2,0.0,Step_243
60,244,100000.0,-0.0452093742787838,1,0.0,Step_244
61,245,101044.23066899105,0.2714017629623413,1,0.0,Step_245
61,246,100611.01683626485,-0.11216225475072861,1,0.0,Step_246
61,247,100017.37488633928,-0.15425769984722137,0,0.0,Step_247
61,248,99278.94221691966,-0.19287234544754028,0,0.0,Step_248
62,249,99047.2770657292,-0.061488159000873566,1,0.0,Step_249
62,250,98955.190168131,-0.02451363392174244,1,0.0,Step_250
62,251,98814.45358878277,-0.03751920163631439,1,0.0,Step_251
62,252,100000.0,-0.33757278323173523,2,0.0,Step_252
63,253,100000.0,0.0,0,0.0,Step_253
63,254,100000.0,0.0,0,0.0,Step_254
63,255,100000.0,-0.004420011304318905,1,0.0,Step_255
63,256,101121.77599811564,0.2817952334880829,1,0.0,Step_256
64,257,100000.0,0.19841650128364563,2,0.0,Step_257
64,258,100000.0,-0.0010000000474974513,2,0.0,Step_258
64,259,100000.0,0.1623818427324295,1,0.0,Step_259
64,260,100733.26907188103,0.1904831975698471,0,0.0,Step_260
65,261,100756.7933535298,0.006069503258913755,1,0.0,Step_261
65,262,101372.441017167,0.15968109667301178,0,0.0,Step_262
65,263,100410.81428440283,-0.25290825963020325,0,0.0,Step_263
65,264,100000.0,-0.009335950016975403,2,0.0,Step_264
66,265,100000.0,0.0,0,0.0,Step_265
66,266,100000.0,-0.0010000000474974513,2,0.0,Step_266
66,267,100000.0,0.0,0,0.0,Step_267
66,268,100000.0,-0.0010000000474974513,2,0.0,Step_268
67,269,100000.0,-0.09435740858316422,1,0.0,Step_269
67,270,100000.0,-0.11129622906446457,2,0.0,Step_270
67,271,100000.0,-0.0010000000474974513,2,0.0,Step_271
67,272,100000.0,0.0,0,0.0,Step_272
68,273,100000.0,-0.14252199232578278,1,0.0,Step_273
68,274,99293.06107588216,-0.19113439321517944,0,0.0,Step_274
68,275,101118.96598804578,0.4685673117637634,1,0.0,Step_275
68,276,101032.19151066476,-0.022357484325766563,0,0.0,Step_276
69,277,100000.0,-0.1737455427646637,2,0.0,Step_277
69,278,100000.0,0.0,0,0.0,Step_278
69,279,100000.0,0.0,0,0.0,Step_279
69,280,100000.0,0.0,0,0.0,Step_280
70,281,100000.0,0.0,0,0.0,Step_281
70,282,100000.0,-0.0010000000474974513,2,0.0,Step_282
70,283,100000.0,-0.0010000000474974513,2,0.0,Step_283
70,284,100000.0,0.0,0,0.0,Step_284
71,285,100000.0,-0.0010000000474974513,2,0.0,Step_285
71,286,100000.0,-0.0010000000474974513,2,0.0,Step_286
71,287,100000.0,0.1505965143442154,1,0.0,Step_287
71,288,99973.28822010507,-0.005881008226424456,0,0.0,Step_288
72,289,100423.8269076663,0.09919574856758118,1,0.0,Step_289
72,290,99370.78918469712,-0.23108981549739838,0,0.0,Step_290
72,291,99003.94740747337,-0.08224599808454514,0,0.0,Step_291
72,292,98947.55587213961,-0.012768388725817204,0,0.0,Step_292
73,293,100000.0,-0.12426458299160004,2,0.0,Step_293
73,294,100000.0,0.30654531717300415,1,0.0,Step_294
73,295,99997.03568443083,-0.0006799254333600402,0,0.0,Step_295
73,296,97661.74787903222,-0.5184206366539001,1,0.0,Step_296
74,297,100000.0,-0.35449856519699097,2,0.0,Step_297
74,298,100000.0,-0.0010000000474974513,2,0.0,Step_298
74,299,100000.0,-0.0471988245844841,1,0.0,Step_299
74,300,99130.59016353039,-0.21302223205566406,1,0.0,Step_300
75,301,100000.0,0.04940749704837799,1,0.0,Step_301
75,302,100191.41477814336,0.05602410063147545,1,0.0,Step_302
75,303,100305.1874173611,0.03319041430950165,1,0.0,Step_303
75,304,99675.5942314197,-0.18119032680988312,0,0.0,Step_304
76,305,99830.87850927094,0.04497561603784561,1,0.0,Step_305
76,306,100000.0,-0.014798453077673912,2,0.0,Step_306
76,307,100000.0,-0.0010000000474974513,2,0.0,Step_307
76,308,100000.0,0.0,0,0.0,Step_308
77,309,100000.0,0.0,0,0.0,Step_309
77,310,100000.0,-0.0010000000474974513,2,0.0,Step_310
77,311,100000.0,0.23925793170928955,1,0.0,Step_311
77,312,100123.95645096252,0.03773500770330429,0,0.0,Step_312
78,313,100000.0,0.03706029802560806,2,0.0,Step_313
78,314,100000.0,0.0,0,0.0,Step_314
78,315,100000.0,0.0,0,0.0,Step_315
78,316,100000.0,0.0,0,0.0,Step_316
79,317,100000.0,-0.0010000000474974513,2,0.0,Step_317
79,318,100000.0,0.4879767596721649,1,0.0,Step_318
79,319,100002.9428209882,0.0009507131762802601,0,0.0,Step_319
79,320,99707.18931167417,-0.09576922655105591,1,0.0,Step_320
80,321,99071.53997822314,-0.20218525826931,0,0.0,Step_321
80,322,98221.06471263354,-0.26478311419487,1,0.0,Step_322
80,323,99752.80303699126,0.458881139755249,0,0.0,Step_323
80,324,100315.61755098437,0.16833385825157166,0,0.0,Step_324
81,325,100281.77510962008,-0.010048617608845234,1,0.0,Step_325
81,326,100656.24908036845,0.11132324486970901,0,0.0,Step_326
81,327,99802.0952885436,-0.2543201148509979,0,0.0,Step_327
81,328,100000.0,-0.05192579701542854,2,0.0,Step_328
82,329,100000.0,-0.20058681070804596,1,0.0,Step_329
82,330,100000.0,-0.02857043594121933,2,0.0,Step_330
82,331,100000.0,-0.0010000000474974513,2,0.0,Step_331
82,332,100000.0,-0.0010000000474974513,2,0.0,Step_332
83,333,100000.0,0.0,0,0.0,Step_333
83,334,100000.0,0.0,0,0.0,Step_334
83,335,100000.0,0.0,0,0.0,Step_335
83,336,100000.0,0.0,0,0.0,Step_336
84,337,100000.0,-0.0010000000474974513,2,0.0,Step_337
84,338,100000.0,0.32690921425819397,1,0.0,Step_338
84,339,100000.0,0.0,1,0.0,Step_339
84,340,100202.5672586601,0.049399714916944504,0,0.0,Step_340
85,341,100000.0,0.13208308815956116,2,0.0,Step_341
85,342,100000.0,-0.0010000000474974513,2,0.0,Step_342
85,343,100000.0,-0.0010000000474974513,2,0.0,Step_343
85,344,100000.0,0.0,0,0.0,Step_344
86,345,100000.0,-0.0010000000474974513,2,0.0,Step_345
86,346,100000.0,0.31053608655929565,1,0.0,Step_346
86,347,99890.73040952341,-0.027742832899093628,0,0.0,Step_347
86,348,99333.52336740372,-0.14084076881408691,0,0.0,Step_348
87,349,99491.6588616959,0.04083956405520439,0,0.0,Step_349
87,350,98215.71581762157,-0.3185667395591736,0,0.0,Step_350
87,351,98138.34480324686,-0.019549911841750145,1,0.0,Step_351
87,352,99937.56023401338,0.44477328658103943,1,0.0,Step_352
88,353,100000.0,0.06567257642745972,2,0.0,Step_353
88,354,100000.0,-0.0010000000474974513,2,0.0,Step_354
88,355,100000.0,-0.0010000000474974513,2,0.0,Step_355
88,356,100000.0,0.0,0,0.0,Step_356
89,357,100000.0,-0.0010000000474974513,2,0.0,Step_357
89,358,100000.0,-0.0010000000474974513,2,0.0,Step_358
89,359,100000.0,-0.1094638928771019,1,0.0,Step_359
89,360,100302.22175603296,0.0853593721985817,1,0.0,Step_360
90,361,98888.7941941955,-0.38228464126586914,1,0.0,Step_361
90,362,98776.69024564531,-0.030908197164535522,0,0.0,Step_362
90,363,100063.59112870976,0.34828075766563416,0,0.0,Step_363
90,364,99099.89051836602,-0.2529372274875641,0,0.0,Step_364
91,365,98870.43799209372,-0.060654476284980774,1,0.0,Step_365
91,366,98486.9244838957,-0.10310894250869751,1,0.0,Step_366
91,367,100000.0,-0.17553949356079102,2,0.0,Step_367
91,368,100000.0,0.3045533001422882,1,0.0,Step_368
92,369,99855.5447085829,-0.037961795926094055,1,0.0,Step_369
92,370,100000.0,-0.11527270078659058,2,0.0,Step_370
92,371,100000.0,0.05489877238869667,1,0.0,Step_371
92,372,100000.0,0.13607308268547058,2,0.0,Step_372
93,373,100000.0,0.08336740732192993,1,0.0,Step_373
93,374,101184.72238594835,0.31914278864860535,0,0.0,Step_374
93,375,101049.15713780503,-0.036398716270923615,0,0.0,Step_375
93,376,101531.16690898137,0.13343676924705505,1,0.0,Step_376
94,377,101996.80406564764,0.12970300018787384,1,0.0,Step_377
94,378,99849.3719465074,-0.5506983995437622,1,0.0,Step_378
94,379,99349.02484707978,-0.13087891042232513,1,0.0,Step_379
94,380,99123.08276684087,-0.05946905538439751,1,0.0,Step_380
95,381,100000.0,-0.22984758019447327,2,0.0,Step_381
95,382,100000.0,-0.01958993263542652,1,0.0,Step_382
95,383,100972.61257152057,0.2572292387485504,0,0.0,Step_383
95,384,100000.0,0.22789625823497772,2,0.0,Step_384
96,385,100000.0,-0.0010000000474974513,2,0.0,Step_385
96,386,100000.0,-0.0010000000474974513,2,0.0,Step_386
96,387,100000.0,-0.0010000000474974513,2,0.0,Step_387
96,388,100000.0,0.0,0,0.0,Step_388
97,389,100000.0,-0.0010000000474974513,2,0.0,Step_389
97,390,100000.0,0.11978109925985336,1,0.0,Step_390
97,391,99487.26789773452,-0.1368015557527542,1,0.0,Step_391
97,392,98954.10313385948,-0.1454722136259079,0,0.0,Step_392
98,393,99499.3997905652,0.14917714893817902,1,0.0,Step_393
98,394,100000.0,-0.14008061587810516,2,0.0,Step_394
98,395,100000.0,0.0,0,0.0,Step_395
98,396,100000.0,0.0,0,0.0,Step_396
99,397,100000.0,0.0,0,0.0,Step_397
99,398,100000.0,0.0,0,0.0,Step_398
99,399,100000.0,0.0,0,0.0,Step_399
99,400,100000.0,-0.28267425298690796,1,0.0,Step_400
100,401,100758.40154322822,0.208861842751503,1,0.0,Step_401
100,402,102094.19241466331,0.35683906078338623,0,0.0,Step_402
100,403,100000.0,0.22543495893478394,2,0.0,Step_403
100,404,100000.0,0.1863778829574585,1,0.0,Step_404
101,405,100000.0,0.10544607043266296,2,0.0,Step_405
101,406,100000.0,-0.0010000000474974513,2,0.0,Step_406
101,407,100000.0,-0.0010000000474974513,2,0.0,Step_407
101,408,100000.0,0.05509172007441521,1,0.0,Step_408
102,409,100280.06234872197,0.07765579968690872,1,0.0,Step_409
102,410,100192.62206789927,-0.02423219196498394,0,0.0,Step_410
102,411,100172.97968597534,-0.005481049418449402,1,0.0,Step_411
102,412,100569.62907579425,0.11136294156312943,0,0.0,Step_412
103,413,100801.53590754142,0.06507343798875809,0,0.0,Step_413
103,414,100000.0,0.17260640859603882,2,0.0,Step_414
103,415,100000.0,-0.0010000000474974513,2,0.0,Step_415
103,416,100000.0,-0.0010000000474974513,2,0.0,Step_416
104,417,100000.0,-0.07181079685688019,1,0.0,Step_417
104,418,99887.59812004768,-0.036224689334630966,0,0.0,Step_418
104,419,100962.82709255861,0.34431546926498413,0,0.0,Step_419
104,420,100000.0,0.06990557163953781,2,0.0,Step_420
105,421,100000.0,-0.0010000000474974513,2,0.0,Step_421
105,422,100000.0,-0.0010000000474974513,2,0.0,Step_422
105,423,100000.0,0.0,0,0.0,Step_423
105,424,100000.0,0.0,0,0.0,Step_424
106,425,100000.0,-0.0010000000474974513,2,0.0,Step_425
106,426,100000.0,0.16907496750354767,1,0.0,Step_426
106,427,100000.0,0.1740972101688385,2,0.0,Step_427
106,428,100000.0,-0.0010000000474974513,2,0.0,Step_428
107,429,100000.0,0.0,0,0.0,Step_429
107,430,100000.0,-0.0010000000474974513,2,0.0,Step_430
107,431,100000.0,-0.0532294400036335,1,0.0,Step_431
107,432,98868.46446066181,-0.3090219497680664,0,0.0,Step_432
108,433,99580.75077476758,0.1951928734779358,1,0.0,Step_433
108,434,99456.41307607718,-0.03433765843510628,0,0.0,Step_434
108,435,99530.1409577127,0.0205844696611166,0,0.0,Step_435
108,436,99289.58812356293,-0.06736230850219727,0,0.0,Step_436
109,437,98125.5623313006,-0.32047098875045776,1,0.0,Step_437
109,438,100000.0,-0.20006513595581055,2,0.0,Step_438
109,439,100000.0,-0.0010000000474974513,2,0.0,Step_439
109,440,100000.0,-0.3325005769729614,1,0.0,Step_440
110,441,100309.16227202464,0.08135812729597092,0,0.0,Step_441
110,442,100000.0,0.004652704577893019,2,0.0,Step_442
110,443,100000.0,0.0,0,0.0,Step_443
110,444,100000.0,0.10409841686487198,1,0.0,Step_444
111,445,100000.0,0.1276540458202362,2,0.0,Step_445
111,446,100000.0,-0.0010000000474974513,2,0.0,Step_446
111,447,100000.0,-0.0010000000474974513,2,0.0,Step_447
111,448,100000.0,-0.0010000000474974513,2,0.0,Step_448
112,449,100000.0,-0.0761306881904602,1,0.0,Step_449
112,450,100449.21606166399,0.12337099760770798,0,0.0,Step_450
112,451,100000.0,0.12306570261716843,2,0.0,Step_451
112,452,100000.0,0.0,0,0.0,Step_452
113,453,100000.0,0.49530771374702454,1,0.0,Step_453
113,454,100000.0,0.001843130448833108,2,0.0,Step_454
113,455,100000.0,-0.0010000000474974513,2,0.0,Step_455
113,456,100000.0,0.0,0,0.0,Step_456
114,457,100000.0,-0.0010000000474974513,2,0.0,Step_457
114,458,100000.0,0.0,0,0.0,Step_458
114,459,100000.0,0.06957212090492249,1,0.0,Step_459
114,460,99696.42026409648,-0.08995470404624939,1,0.0,Step_460
115,461,100078.72794722843,0.113614521920681,0,0.0,Step_461
115,462,100000.0,0.056100621819496155,2,0.0,Step_462
115,463,100000.0,-0.0010000000474974513,2,0.0,Step_463
115,464,100000.0,-0.16496555507183075,1,0.0,Step_464
116,465,100233.82603819955,0.07629559189081192,0,0.0,Step_465
