date,value,return_%
2025-07-02,106842.0,-0.3298642854743905
2025-07-03,106649.59999999999,-0.18007899515172232
2025-07-04,106872.4,0.20890842534806442
2025-07-07,106873.59999999999,0.0011228343332669866
2025-07-08,107118.4,0.22905563207378243
2025-07-09,106932.79999999999,-0.17326621756860172
2025-07-10,106449.4,-0.4520596112698727
2025-07-11,105627.79999999999,-0.7718221051504326
2025-07-14,105357.59999999999,-0.2558038698145748
2025-07-15,105811.59999999999,0.43091338451142214
2025-07-16,105876.59999999999,0.061429937738388674
2025-07-17,105474.2,-0.38006509464791893
2025-07-18,104902.0,-0.5425023370644211
2025-07-21,105391.2,0.46634001258316626
2025-07-22,105272.0,-0.11310242221361788
2025-07-23,105908.0,0.6041492514628821
2025-07-24,105276.79999999999,-0.5959889715602351
